"","submitter_name","comment_url","comment_txt1","comment_txt","comment_type","comment_id","comment_title","comment_text","organization","org_type","org_name","org_name_short","coalition_comment","coalition_type","docket_id","docket_title","docket_type","proposed_url","final_url"
"58","Allen Breland","https://www.regulations.gov/document?D=CFPB-2016-0025-211876","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-211876","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-211876-1.txt","org","CFPB-2016-0025-211876","Comment Submitted by Allen M. Breland, Bank of Forest","See attached","Bank of Forest","corp;bank","Bank of Forest",NA,"Axcess Financial","private","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"59","Mark Dapier","https://www.regulations.gov/document?D=CFPB-2016-0025-146964","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-146964","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-146964-1.txt","org","CFPB-2016-0025-146964","Comment Submitted by Mark Dapier, Independent Finance Association of Illinois","See attached file(s)","Independent Finance Association of Illinois","org;finance","Independent Finance Association of Illinois",NA,"Axcess Financial","private","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"60","Kelsey Lundy","https://www.regulations.gov/document?D=CFPB-2016-0025-154296","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-154296","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-154296-1.txt","org","CFPB-2016-0025-154296","Comment Submitted by Kelsey Lundy, Arizona Financial Choice Association (AFCA)","Comment letter attached.","Arizona Financial Choice Association","org;finance","Arizona Financial Choice Association",NA,"Axcess Financial","private","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"61","Darryl DePriest","https://www.regulations.gov/document?D=CFPB-2016-0025-148567","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-148567","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-148567-1.txt","org","CFPB-2016-0025-148567","Comment Submitted by Darryl DePriest, Office of Advocacy","See attached file.","Office of Advocacy","ngo;advocacy","Office of Advocacy",NA,"Axcess Financial","private","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"62","Charlie Winburn","https://www.regulations.gov/document?D=CFPB-2016-0025-149705","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-149705","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-149705-1.txt","org","CFPB-2016-0025-149705","0025 - Comment Submitted by Charlie Winburn, Cincinnati City Council","See attached file(s)","Cincinnati City Council","gov;city council","Cincinnati City Council",NA,"Axcess Financial","private","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"63","Brian Reynolds","https://www.regulations.gov/document?D=CFPB-2016-0025-148840","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-148840","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-148840-1.txt","org","CFPB-2016-0025-148840","Comment Submitted by Brian Reynolds, Chatham Capital","See attached","Chatham Capital","corp;investment","Chatham Capital",NA,"Axcess Financial","private","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"64","Henry Chang","https://www.regulations.gov/document?D=CFPB-2016-0025-148824","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-148824","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-148824-1.txt","org","CFPB-2016-0025-148824","Comment Submitted by Henry Chang Greater Sacramento Vietnamese Chamber of Commerce_09162016_1","See attached","Greater Scramento Vietnamese Chamber of Commerce","corp","Greater Scramento Vietnamese Chamber of Commerce",NA,"Axcess Financial","private","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"65","Robert Guzman","https://www.regulations.gov/document?D=CFPB-2016-0025-148797","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-148797","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-148797-1.txt","org","CFPB-2016-0025-148797","Comment Submitted by Robert Guzman AG Consultants_09152016_1","See attached","AG Consultants","corp","AG Consultants",NA,"Axcess Financial","private","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"66","Ebony Grisom","https://www.regulations.gov/document?D=CFPB-2016-0025-154417","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-154417","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-154417-1.txt","org","CFPB-2016-0025-154417","Comment Submitted by Ebony Grisom, First Baptist Church, East Greenwich","See attached file(s)","First Baptist Church, East Greenwich","ngo;faith","First Baptist Church, East Greenwich",NA,"Axcess Financial","private","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"67","Neil Rashley","https://www.regulations.gov/document?D=CFPB-2016-0025-148568","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-148568","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-148568-1.txt","org","CFPB-2016-0025-148568","Comment Submitted by Neil Rashley, South Carolina Bankers Association","See attached file(s)","South Carolina Bankers Association","Org;banking","South Carolina Bankers Association",NA,"Axcess Financial","private","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"68","n/a n/a","https://www.regulations.gov/document?D=CFPB-2016-0025-158281","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-158281","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-158281-1.txt","org","CFPB-2016-0025-158281","Comment Submitted by Clarity Services","See Attached","Clarity Services","corp","Clarity Services",NA,"Axcess Financial","private","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"69","Anonymous Anonymous","https://www.regulations.gov/document?D=CFPB-2016-0025-185160","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-185160","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-185160-1.txt","org","CFPB-2016-0025-185160","Comment Submitted by The Clearing House Association LLC","See attached","The Clearing House Association LLC","corp group","The Clearing House Association LLC",NA,"Axcess Financial","private","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"70","Brad Bolton","https://www.regulations.gov/document?D=CFPB-2016-0025-185090","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-185090","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-185090-1.txt","org","CFPB-2016-0025-185090","Comment Submitted by Brad Bolton, Community Spirit Bank","See attached","Community Spirit Bank","corp;small business","Community Spirit Bank",NA,"Axcess Financial","private","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"71","Speedy Cash Speedy Cash","https://www.regulations.gov/document?D=CFPB-2016-0025-144148","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-144148","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-144148-1.txt","org","CFPB-2016-0025-144148","Multiple Comments Submitted by Speedy Cash (518 Submissions)","See Attached","Speedy Cash","corp",NA,NA,"Axcess Financial","private","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"72","Virginia O'Neill","https://www.regulations.gov/document?D=CFPB-2016-0025-145307","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-145307","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-145307-1.txt","org","CFPB-2016-0025-145307","Comment Submitted by Virginia O'Neill, American Bankers Association","See attached","American Bankers Association","corp group: bank","American Bankers Association","ABA","Axcess Financial","private","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"73","Roger Beverage","https://www.regulations.gov/document?D=CFPB-2016-0025-158025","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-158025","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-158025-1.txt","org","CFPB-2016-0025-158025","Comment Submitted by Roger Beverage, Oklahoma Bankers Association","See attached file(s)","Oklahoma Bankers Association","corp group","Oklahoma Bankers Association",NA,"Axcess Financial","private","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"74","Gordon Fellows","https://www.regulations.gov/document?D=CFPB-2016-0025-146944","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-146944","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-146944-1.txt","org","CFPB-2016-0025-146944","Comment Submitted by Gordon Fellows, Mississippi Bankers Association","See attached file(s)","Mississippi Bankers Association","corp group","Mississippi Bankers Association",NA,"Axcess Financial","private","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"75","April Park","https://www.regulations.gov/document?D=CFPB-2016-0025-154532","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-154532","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-154532-1.txt","org","CFPB-2016-0025-154532","Comment Submitted by OneMain Holdings Inc Mariner Finance LLC and 1st Franklin Financial Corporation","See attached","OneMain Holdings Inc","corp","OneMain Holdings Inc",NA,"Axcess Financial","private","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"76","Anonymous Anonymous","https://www.regulations.gov/document?D=CFPB-2016-0025-200817","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-200817","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-200817-1.txt","org","CFPB-2016-0025-200817","Comments Submitted by Anonymous Anonymous","See Attached File(s)","Community choice financial","corp","Community choice financial",NA,"Axcess Financial","private","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"77","Dan Adams","https://www.regulations.gov/document?D=CFPB-2016-0025-158067","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-158067","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-158067-1.txt","org","CFPB-2016-0025-158067","Comment Submitted by Dan Adams, Integrity Funding Ohio","See attached file(s)","Integrity Funding Ohio","corp","Integrity Funding Ohio",NA,"Axcess Financial","private","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"78","Paul Zurawski","https://www.regulations.gov/document?D=CFPB-2016-0025-211921","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-211921","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-211921-1.txt","org","CFPB-2016-0025-211921","Ex Parte Submission, Equifax","See attached","Equifax","corp","Equifax",NA,"Equifax","private","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"79","Christopher Hobday","https://www.regulations.gov/document?D=CFPB-2016-0025-147205","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-147205","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-147205-1.txt","org","CFPB-2016-0025-147205","Comment Submitted by Christopher  Hobday, Equifax","See attached file(s)","Equifax","corp","Equifax",NA,"Equifax","private","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"80","Jim Reinhart","https://www.regulations.gov/document?D=CFPB-2016-0025-148825","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-148825","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-148825-1.txt","org","CFPB-2016-0025-148825","Comment Submitted by Jim Reinhart, Genisys Credit Union 1007_1","See attached","Genisys Credit Union","ngo; credit union","Genisys Credit Union",NA,"NCUA","Public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"81","ROBIN THOMAS","https://www.regulations.gov/document?D=CFPB-2016-0025-157899","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-157899","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-157899-1.txt","org","CFPB-2016-0025-157899","Comment Submitted by ROBIN THOMAS, TALERIS CREDIT UNION","See attached file(s)","TALERIS CREDIT UNION","ngo;credit union","TALERIS CREDIT UNION",NA,"NCUA","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"82","Brian McCue","https://www.regulations.gov/document?D=CFPB-2016-0025-154161","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-154161","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-154161-1.txt","org","CFPB-2016-0025-154161","Comment Submitted by Brian  McCue, Unity Catholic Federal Credit Union","See attached file(s)","Unity Catholic Federal Credit Union","ngo;credit union","Unity Catholic Federal Credit Union",NA,"NCUA","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"83","Kathleen Cheek","https://www.regulations.gov/document?D=CFPB-2016-0025-186577","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-186577","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-186577-1.txt","org","CFPB-2016-0025-186577","Comment Submitted by Kathleen Cheek, Peach State Federal Credit Union","See attached","Peach State Federal Credit Union","ngo;credit union","Peach State Federal Credit Union",NA,"NCUA","Public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"84","Cathie Mahon","https://www.regulations.gov/document?D=CFPB-2016-0025-148855","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-148855","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-148855-1.txt","org","CFPB-2016-0025-148855","Cathie_Mahon_National Federation of Community Development Credit Unions_1007_cov","See Attached","National Federation of Community Development Credit Unions","ngo;credit union;association","National Federation of Community Development Credit Unions",NA,"NCUA","Public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"85","Armando Martinez","https://www.regulations.gov/document?D=CFPB-2016-0025-170681","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-170681","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-170681-1.txt","org","CFPB-2016-0025-170681","Comment Submitted by Armando Martinez_Texas Community Federal Credit Union","See attached","Texas Community Federal Credit Union","ngo;credit union","Texas Community Federal Credit Union",NA,"NCUA","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"86","Anonymous Anonymous","https://www.regulations.gov/document?D=CFPB-2016-0025-185030","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-185030","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-185030-1.txt","org","CFPB-2016-0025-185030","Comment Submitted by InterCorp Credit Union","See attached","InterCorp Credit Union","ngo;credit union","InterCorp Credit Union",NA,"NCUA","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"87","Anonymous Anonymous","https://www.regulations.gov/document?D=CFPB-2016-0025-185041","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-185041","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-185041-1.txt","org","CFPB-2016-0025-185041","Comment Submitted by The Community Federal Credit Union","See attached","The Community Federal Credit Union","ngo;credit union","The Community Federal Credit Union",NA,"NCUA","Public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"88","Linda Staton","https://www.regulations.gov/document?D=CFPB-2016-0025-185064","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-185064","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-185064-1.txt","org","CFPB-2016-0025-185064","Comment Submitted by Linda Staton, UP Arkansas FCU","See attached","UP Arkansas FCU","ngo;credit union","UP Arkansas FCU",NA,"NCUA","Public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"89","Keith Sultemeier","https://www.regulations.gov/document?D=CFPB-2016-0025-186576","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-186576","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-186576-1.txt","org","CFPB-2016-0025-186576","Comment Submitted by Keith Sultemeier, Kinecta Federal Credit Union","See attached","Kinecta Federal Credit Union","ngo;credit union","Kinecta Federal Credit Union",NA,"NCUA","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"90","Anonymous Anonymous","https://www.regulations.gov/document?D=CFPB-2016-0025-186580","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-186580","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-186580-1.txt","org","CFPB-2016-0025-186580","Comment Submitted by InTouch Credit Union ITCU","See attached","InTouch Credit Union ITCU","NGO;Credit Union","InTouch Credit Union ITCU",NA,"NCUA","PUBLIC","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"91","Dan Thorton","https://www.regulations.gov/document?D=CFPB-2016-0025-185084","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-185084","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-185084-1.txt","org","CFPB-2016-0025-185084","Comment Submitted by Dan Thorton, Third Coast Federal Credit Union","See attached","Third Coast Federal Credit Union","ngo;credit union","Third Coast Federal Credit Union",NA,"NCUA","PUBLIC","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
